年份,地点,情景,制冷剂,Unit_LCTR_pK
2032,石家庄,ssp126,R410A,1.636849041618814
2032,石家庄,ssp126,R32,1.111393728064528
2032,石家庄,ssp126,R290,1.161624054908432
2032,石家庄,ssp245,R410A,1.824524272690789
2032,石家庄,ssp245,R32,1.287555566467736
2032,石家庄,ssp245,R290,1.409587048422783
2032,石家庄,ssp585,R410A,1.726930848310835
2032,石家庄,ssp585,R32,1.196301947780786
2032,石家庄,ssp585,R290,1.27231654993099
2032,太原,ssp126,R410A,1.220137725946068
2032,太原,ssp126,R32,0.7177086546715201
2032,太原,ssp126,R290,0.6855156300878594
2032,太原,ssp245,R410A,1.340972132197285
2032,太原,ssp245,R32,0.8319136906219647
2032,太原,ssp245,R290,0.8252198024679057
2032,太原,ssp585,R410A,1.262641036991601
2032,太原,ssp585,R32,0.7578032164024657
2032,太原,ssp585,R290,0.7301033257368741
2032,呼和浩特,ssp126,R410A,0.9738958674447037
2032,呼和浩特,ssp126,R32,0.4837261085391903
2032,呼和浩特,ssp126,R290,0.4187170899135844
2032,呼和浩特,ssp245,R410A,1.03868549856563
2032,呼和浩特,ssp245,R32,0.5449265228398855
2032,呼和浩特,ssp245,R290,0.4832626193666087
2032,呼和浩特,ssp585,R410A,1.042092390124032
2032,呼和浩特,ssp585,R32,0.5479726700936498
2032,呼和浩特,ssp585,R290,0.4848213474257816
2032,济南,ssp126,R410A,1.408349864967765
2032,济南,ssp126,R32,0.8949511213677307
2032,济南,ssp126,R290,0.9044905101115283
2032,济南,ssp245,R410A,1.458967249487324
2032,济南,ssp245,R32,0.9424874432432221
2032,济南,ssp245,R290,0.9725260787140796
2032,济南,ssp585,R410A,1.341217282406415
2032,济南,ssp585,R32,0.8312836010755407
2032,济南,ssp585,R290,0.8380850638563142
2032,上海,ssp126,R410A,0.7937962285408159
2032,上海,ssp126,R32,0.3122961658617892
2032,上海,ssp126,R290,0.2271033690321021
2032,上海,ssp245,R410A,0.8187718740043866
2032,上海,ssp245,R32,0.3354460344437617
2032,上海,ssp245,R290,0.2499281401381701
2032,上海,ssp585,R410A,0.8686926916698465
2032,上海,ssp585,R32,0.381899381378321
2032,上海,ssp585,R290,0.2890936425788486
2032,南京,ssp126,R410A,1.374499306877862
2032,南京,ssp126,R32,0.8626487597727266
2032,南京,ssp126,R290,0.8390393144090504
2032,南京,ssp245,R410A,1.398904565127691
2032,南京,ssp245,R32,0.8856832702454607
2032,南京,ssp245,R290,0.8514737663481704
2032,南京,ssp585,R410A,1.398620082141251
2032,南京,ssp585,R32,0.885092916758756
2032,南京,ssp585,R290,0.8435998176607612
2032,杭州,ssp126,R410A,1.079549790614569
2032,杭州,ssp126,R32,0.5834946569605428
2032,杭州,ssp126,R290,0.5274538988081424
2032,杭州,ssp245,R410A,1.109725561526495
2032,杭州,ssp245,R32,0.6119315236301981
2032,杭州,ssp245,R290,0.5463838580089178
2032,杭州,ssp585,R410A,1.114284393310827
2032,杭州,ssp585,R32,0.615995323979102
2032,杭州,ssp585,R290,0.5515816543416331
2032,合肥,ssp126,R410A,1.961094517828661
2032,合肥,ssp126,R32,1.417755268405314
2032,合肥,ssp126,R290,1.465280973983809
2032,合肥,ssp245,R410A,1.985247153012739
2032,合肥,ssp245,R32,1.440904765247583
2032,合肥,ssp245,R290,1.463324673316203
2032,合肥,ssp585,R410A,2.076462471055765
2032,合肥,ssp585,R32,1.525569877470235
2032,合肥,ssp585,R290,1.561082350283887
2032,福州,ssp126,R410A,1.004391265838723
2032,福州,ssp126,R32,0.5109658151437048
2032,福州,ssp126,R290,0.4371859885565156
2032,福州,ssp245,R410A,1.017622886990263
2032,福州,ssp245,R32,0.5230047160846067
2032,福州,ssp245,R290,0.4479618988290128
2032,福州,ssp585,R410A,1.061746608539379
2032,福州,ssp585,R32,0.5648547353790132
2032,福州,ssp585,R290,0.4895501486109705
2032,南昌,ssp126,R410A,1.524657628866669
2032,南昌,ssp126,R32,1.004915603358753
2032,南昌,ssp126,R290,0.981748661334766
2032,南昌,ssp245,R410A,1.525761826592838
2032,南昌,ssp245,R32,1.005340018939816
2032,南昌,ssp245,R290,0.9614431941085626
2032,南昌,ssp585,R410A,1.576039084072567
2032,南昌,ssp585,R32,1.053380678813816
2032,南昌,ssp585,R290,1.021388740161468
2032,郑州,ssp126,R410A,1.389584230862044
2032,郑州,ssp126,R32,0.8772299147389788
2032,郑州,ssp126,R290,0.9121503618156507
2032,郑州,ssp245,R410A,1.481934113275643
2032,郑州,ssp245,R32,0.964997780356217
2032,郑州,ssp245,R290,1.016980854909718
2032,郑州,ssp585,R410A,1.376773298506537
2032,郑州,ssp585,R32,0.8651727770304721
2032,郑州,ssp585,R290,0.8905160392906764
2032,武汉,ssp126,R410A,1.097312492542101
2032,武汉,ssp126,R32,0.6017732839440891
2032,武汉,ssp126,R290,0.578039307914557
2032,武汉,ssp245,R410A,1.088882153926492
2032,武汉,ssp245,R32,0.5935463339673751
2032,武汉,ssp245,R290,0.560007865053401
2032,武汉,ssp585,R410A,1.242798844382105
2032,武汉,ssp585,R32,0.7395471145449344
2032,武汉,ssp585,R290,0.716280184192087
2032,长沙,ssp126,R410A,1.387757125163654
2032,长沙,ssp126,R32,0.8761489219535394
2032,长沙,ssp126,R290,0.8454180178953971
2032,长沙,ssp245,R410A,1.381853393863665
2032,长沙,ssp245,R32,0.8703075079106284
2032,长沙,ssp245,R290,0.8256171675522872
2032,长沙,ssp585,R410A,1.433203791044441
2032,长沙,ssp585,R32,0.918393994836253
2032,长沙,ssp585,R290,0.8904980973058944
2032,重庆,ssp126,R410A,1.014291205108642
2032,重庆,ssp126,R32,0.5238490860956746
2032,重庆,ssp126,R290,0.5185939155469395
2032,重庆,ssp245,R410A,1.174467323121615
2032,重庆,ssp245,R32,0.6747097123571781
2032,重庆,ssp245,R290,0.6887307129295781
2032,重庆,ssp585,R410A,1.323595734967026
2032,重庆,ssp585,R32,0.8159322045707771
2032,重庆,ssp585,R290,0.8507807012132582
2032,成都,ssp126,R410A,0.6444006620523696
2032,成都,ssp126,R32,0.1743390187704095
2032,成都,ssp126,R290,0.1161267461499445
2032,成都,ssp245,R410A,0.6422562081813445
2032,成都,ssp245,R32,0.1722436846393671
2032,成都,ssp245,R290,0.113599105833042
2032,成都,ssp585,R410A,0.6450736500357515
2032,成都,ssp585,R32,0.1748673490515219
2032,成都,ssp585,R290,0.1164806568997887
2032,广州,ssp126,R410A,1.331040552823507
2032,广州,ssp126,R32,0.8190401441689932
2032,广州,ssp126,R290,0.7489202694057381
2032,广州,ssp245,R410A,1.341365846565639
2032,广州,ssp245,R32,0.8282241378965877
2032,广州,ssp245,R290,0.7518316396817488
2032,广州,ssp585,R410A,1.351609395152128
2032,广州,ssp585,R32,0.837343151068443
2032,广州,ssp585,R290,0.7625934560249295
2032,南宁,ssp126,R410A,1.357651851810477
2032,南宁,ssp126,R32,0.8454919358381016
2032,南宁,ssp126,R290,0.7974829605196108
2032,南宁,ssp245,R410A,1.451130128373719
2032,南宁,ssp245,R32,0.9335469657018833
2032,南宁,ssp245,R290,0.8944827856938782
2032,南宁,ssp585,R410A,1.538878728059499
2032,南宁,ssp585,R32,1.016817618976872
2032,南宁,ssp585,R290,0.9921498097002556
2032,海口,ssp126,R410A,0.9539273969709552
2032,海口,ssp126,R32,0.4618655396379783
2032,海口,ssp126,R290,0.3926643305874784
2032,海口,ssp245,R410A,1.015367474284828
2032,海口,ssp245,R32,0.5194999873002312
2032,海口,ssp245,R290,0.4513819746900571
2032,海口,ssp585,R410A,1.050520372161148
2032,海口,ssp585,R32,0.5517161142214364
2032,海口,ssp585,R290,0.4804886307387907
2032,贵阳,ssp126,R410A,0.8076155288096867
2032,贵阳,ssp126,R32,0.3279085795995264
2032,贵阳,ssp126,R290,0.267142691037403
2032,贵阳,ssp245,R410A,0.8994475209878101
2032,贵阳,ssp245,R32,0.4141531692000134
2032,贵阳,ssp245,R290,0.3558157644147567
2032,贵阳,ssp585,R410A,0.9210055425733854
2032,贵阳,ssp585,R32,0.4347581448145202
2032,贵阳,ssp585,R290,0.3794659002114143
2032,昆明,ssp126,R410A,0.6005162656810848
2032,昆明,ssp126,R32,0.1327671919004272
2032,昆明,ssp126,R290,0.07253470939279645
2032,昆明,ssp245,R410A,0.6026909844829659
2032,昆明,ssp245,R32,0.1347935918424444
2032,昆明,ssp245,R290,0.07442835780585469
2032,昆明,ssp585,R410A,0.60427338638972
2032,昆明,ssp585,R32,0.1362674384918165
2032,昆明,ssp585,R290,0.07588652851871934
2032,西安,ssp126,R410A,1.099154553392857
2032,西安,ssp126,R32,0.6040310236573829
2032,西安,ssp126,R290,0.5737578434574808
2032,西安,ssp245,R410A,1.178848926219851
2032,西安,ssp245,R32,0.6784282748563216
2032,西安,ssp245,R290,0.6581364130316892
2032,西安,ssp585,R410A,1.101453837509886
2032,西安,ssp585,R32,0.6055472865426198
2032,西安,ssp585,R290,0.5662942713264891
2032,兰州,ssp126,R410A,0.626328887524608
2032,兰州,ssp126,R32,0.1568813770963133
2032,兰州,ssp126,R290,0.09561146125527963
2032,兰州,ssp245,R410A,0.6356464090975721
2032,兰州,ssp245,R32,0.1654851946513695
2032,兰州,ssp245,R290,0.1038778148844717
2032,兰州,ssp585,R410A,0.6338508649972036
2032,兰州,ssp585,R32,0.1638934719919159
2032,兰州,ssp585,R290,0.102021918051348
2032,西宁,ssp126,R410A,0.59431670219297
2032,西宁,ssp126,R32,0.1269994375145058
2032,西宁,ssp126,R290,0.06714041727254008
2032,西宁,ssp245,R410A,0.59431356578047
2032,西宁,ssp245,R32,0.1269957789792034
2032,西宁,ssp245,R290,0.0671342278581396
2032,西宁,ssp585,R410A,0.594394882888479
2032,西宁,ssp585,R32,0.1270718981311992
2032,西宁,ssp585,R290,0.06720569372296693
2032,银川,ssp126,R410A,1.04532934594482
2032,银川,ssp126,R32,0.5521758600435394
2032,银川,ssp126,R290,0.5048020020213968
2032,银川,ssp245,R410A,1.088830670599128
2032,银川,ssp245,R32,0.5927976052327575
2032,银川,ssp245,R290,0.5468858292849937
2032,银川,ssp585,R410A,1.141848705389173
2032,银川,ssp585,R32,0.6431365536223793
2032,银川,ssp585,R290,0.5911155740304279
2032,乌鲁木齐,ssp126,R410A,0.9481887926491109
2032,乌鲁木齐,ssp126,R32,0.459926499144149
